time,ph1_1,ph1_2,ph1_3,ph3_1,ph3_2,ph3_3,ph5_1,ph5_2,ph5_3,ph7_1,ph7_2,ph7_3,ph9_1,ph9_2,ph9_3,ph11_1,ph11_2,ph11_3
13.1,0.32595,0.37751,0.34203,0.2912,0.31133,0.33187,0.26064,0.27733,0.29291,0.30356,0.29247,0.25328,0.27206,0.26434,0.3002,0.39043,0.34093,0.34536
13.2,0.33768,0.36971,0.34028,0.29917,0.30413,0.33347,0.27586,0.27713,0.28962,0.30909,0.28327,0.25509,0.26263,0.26574,0.30239,0.38357,0.34251,0.33968
13.3,0.33091,0.37765,0.35375,0.3056,0.30716,0.34827,0.26849,0.26916,0.29203,0.30539,0.28143,0.25453,0.2567,0.26503,0.29739,0.3961,0.32427,0.34715
13.4,0.33407,0.39192,0.36267,0.29882,0.31085,0.34114,0.27056,0.2782,0.28371,0.30263,0.28342,0.25977,0.25905,0.27538,0.30036,0.40666,0.33244,0.33365
13.5,0.31761,0.37747,0.36393,0.31967,0.31291,0.3377,0.27475,0.27857,0.27485,0.29351,0.27941,0.26253,0.26064,0.26315,0.29484,0.38734,0.32944,0.33304
13.6,0.31364,0.36764,0.37088,0.31982,0.31628,0.34466,0.28191,0.28755,0.27792,0.29102,0.2977,0.25675,0.25558,0.26151,0.28305,0.40531,0.33714,0.35636
13.7,0.31293,0.36868,0.35842,0.32292,0.30986,0.33323,0.26563,0.28779,0.28355,0.29712,0.28561,0.26484,0.26638,0.26616,0.28477,0.40653,0.33149,0.34328
13.8,0.32196,0.37028,0.3715,0.3278,0.30507,0.31476,0.27866,0.28638,0.282,0.30346,0.2788,0.26093,0.26284,0.2755,0.28619,0.40964,0.3274,0.34478
13.9,0.3103,0.37791,0.37071,0.31083,0.28986,0.32257,0.26971,0.27066,0.2786,0.29866,0.28525,0.26211,0.25146,0.28612,0.28777,0.39646,0.33213,0.33537
14.0,0.3211,0.39214,0.37865,0.32786,0.28071,0.33138,0.28049,0.27183,0.29362,0.29837,0.29287,0.25611,0.25558,0.28343,0.28035,0.3916,0.33434,0.3505
14.1,0.32814,0.3857,0.39888,0.33647,0.30111,0.31826,0.27184,0.27656,0.2858,0.31436,0.28707,0.25227,0.27658,0.28906,0.2735,0.39669,0.31945,0.34937
14.2,0.3254,0.38096,0.38284,0.33444,0.30571,0.31579,0.26565,0.28055,0.28618,0.31975,0.29725,0.26095,0.27912,0.28597,0.27302,0.40651,0.32516,0.33938
14.3,0.30973,0.38275,0.40316,0.35214,0.29368,0.31042,0.26876,0.27469,0.28754,0.30522,0.29546,0.27006,0.27726,0.27652,0.27478,0.41144,0.3302,0.3298
